linkRF36,Equal-METIS,0.97794,0.97982,0.96562,0.96616,0.96204,0.31402
linkErrRF36,Equal-METIS,0.01004,0.00982,0.01632,0.03696,0.00566,0.1526
cpuRF36,Equal-METIS,0.77662,0.57614,0.91894,0.9773,0.89086,1
cpuErrRF36,Equal-METIS,0.0097,0.01932,0.00864,0.00862,0.017,0
httpRF36,Equal-METIS,0.09396,0.22804,0.30582,0.26808,0.27858,0.51548,0.38392,0.3153,0.34672,0.33468,0.32138,0.31332,0.31058,0.33204,0.29996,0.24596,0.24866,0.27472,0.29142,0.28392,0.29666,0.28536,0.29206,0.28598,0.34264,0.32934,0.30662,0.34464,0.31144,0.33788,0.32142,0.39938,0.37928,0.32404,0.31794,0.3327,0.33666,0.33534,0.31936,0.33996,0.33134,0.34802,0.3341,0.34724,0.33264,0.36404,0.34064,0.32066,0.31732,0.35402,0.32002,0.34462,0.31068,0.34012,0.34328,0.3366,0.30408,0.33258,0.33732,0.30468,0.32944,0.31656,0.23272,0.18466,0.12398,0.08334,0.08666,0.07734,0.088,0.10602,0.09534,0.094,0.086,0.07998,0.07204,0.07332,0.08332,0.082,0.09136,0.07934,0.09064,0.07798,0.07934,0.0813,0.09134,0.10268,0.10132,0.10532,0.10666,0.09536,0.116,0.088,0.09266,0.09066,0.102,0.09334,0.0733,0.09268,0.08132,0.104,0.07934,0.09068,0.08332,0.04998,0.04866,0.07002,0.06732,0.08134,0.06668,0.06334,0.052,0.058,0.04066,0.05534,0.03998
#
linkRF36,C90,0.96756,0.97036,0.9568,0.9796,0.97328,0.88782
linkErrRF36,C90,0.0244,0.01454,0.03768,0.00108,0.00456,0.13772
cpuRF36,C90,0.94034,0.92306,0.95718,0.70842,0.89946,0.92904
cpuErrRF36,C90,0.00486,0.00648,0.01094,0.0111,0.01576,0.00934
httpRF36,C90,0.2346,0.67174,0.5935,0.6858,0.92978,0.91616,0.74402,0.63486,0.8163,0.745,0.73594,0.75724,0.81618,0.66866,0.74652,0.67354,0.65584,0.67324,0.65284,0.6971,0.7836,0.78114,0.73868,0.7188,0.76186,0.8326,0.78218,0.7641,0.76306,0.77696,0.7253,0.8361,0.81982,0.79266,0.78012,0.7646,0.77142,0.78444,0.76492,0.7251,0.73636,0.81634,0.84344,0.77074,0.82598,0.80528,0.88464,0.78808,0.81046,0.8402,0.83278,0.85056,0.83658,0.84358,0.8738,0.8554,0.88138,0.87402,0.86984,0.80538,0.79066,0.81912,0.34734,0.22872,0.22792,0.21936,0.18936,0.20792,0.1807,0.19536,0.212,0.17602,0.17666,0.20668,0.2187,0.18192,0.20474,0.20462,0.19402,0.1753,0.20144,0.22518,0.19072,0.2066,0.21804,0.23402,0.23662,0.27338,0.23728,0.2267,0.2187,0.194,0.2127,0.23328,0.25332,0.18804,0.20398,0.22332,0.22,0.22126,0.18144,0.1839,0.21868,0.19532,0.18396,0.21538,0.21332,0.20934,0.23604,0.19856,0.20806,0.19338,0.20792,0.19474,0.18798
#
#linkRF36,C90_6PM,0.96756,0.97036,0.9568,0.9796,0.97328,0.88782
#linkErrRF36,C90_6PM,0.0244,0.01454,0.03768,0.00108,0.00456,0.13772
#cpuRF36,C90_6PM,0.94034,0.92306,0.95718,0.70842,0.89946,0.92904
#cpuErrRF36,C90_6PM,0.00486,0.00648,0.01094,0.0111,0.01576,0.00934
#httpRF36,C90_6PM,0.2346,0.67174,0.5935,0.6858,0.92978,0.91616,0.74402,0.63486,0.8163,0.745,0.73594,0.75724,0.81618,0.66866,0.74652,0.67354,0.65584,0.67324,0.65284,0.6971,0.7836,0.78114,0.73868,0.7188,0.76186,0.8326,0.78218,0.7641,0.76306,0.77696,0.7253,0.8361,0.81982,0.79266,0.78012,0.7646,0.77142,0.78444,0.76492,0.7251,0.73636,0.81634,0.84344,0.77074,0.82598,0.80528,0.88464,0.78808,0.81046,0.8402,0.83278,0.85056,0.83658,0.84358,0.8738,0.8554,0.88138,0.87402,0.86984,0.80538,0.79066,0.81912,0.34734,0.22872,0.22792,0.21936,0.18936,0.20792,0.1807,0.19536,0.212,0.17602,0.17666,0.20668,0.2187,0.18192,0.20474,0.20462,0.19402,0.1753,0.20144,0.22518,0.19072,0.2066,0.21804,0.23402,0.23662,0.27338,0.23728,0.2267,0.2187,0.194,0.2127,0.23328,0.25332,0.18804,0.20398,0.22332,0.22,0.22126,0.18144,0.1839,0.21868,0.19532,0.18396,0.21538,0.21332,0.20934,0.23604,0.19856,0.20806,0.19338,0.20792,0.19474,0.18798
#
#linkRF36,C90_5PM,0.9728,0.9763,0.8770,0.9723,0.9724,0
#linkErrRF36,C90_5PM,0.0088,0.0169,0.1836,0.0064,0.0028,0
#cpuRF36,C90_5PM,0.8947,0.9104,0.9936,0.9430,0.9132,0.0187
#cpuErrRF36,C90_5PM,0.0097,0.0111,0.0066,0.0092,0.0083,0.0054
#httpRF36,C90_5PM,0.58356,0.8402,0.12796,0.46004,0.54408,0.61584,0.41208,0.35188,0.26008,0.67588,0.57236,0.41988,0.34008,0.44788,0.55224,0.43584,0.49192,0.65216,0.58,0.35204,0.37988,0.35628,0.64728,0.28024,0.40384,0.52828,0.65604,0.61212,0.58352,0.56024,0.8,0.7758,0.82772,0.31628,0.22,0.95988,0.512,0.41564,0.36404,0.81208,0.79264,0.74404,0.41972,0.64388,0.8,0.80804,0.58392,0.43224,0.80352,0.67604,0.58808,0.36024,0.224,0.61212,0.5996,0.55992,0.88764,0.94852,0.7962,0.47984,0.51592,0.58396,0.20016,0.15192,0.16396,0.216,0.16004,0.14392,0.044,0.076,0.14008,0.19588,0.13208,0.088,0.22384,0.14004,0.16404,0.13196,0.09608,0.06,0.072,0.08404,0.07596,0.07996,0.144,0.19996,0.2282,0.2718,0.18,0.096,0.18,0.12008,0.08,0.08,0.16,0.12796,0.15592,0.10804,0.092,0.24404,0.08804,0.19596,0.21604,0.19192,0.13196,0.17604,0.12,0.12812,0.072,0.09192,0.17612,0.16404,0.048,0.048
#
linkRF36,Waterfall,0.96572,0.95384,0.92814,0.97566,0.9724,0
linkErrRF36,Waterfall,0.05028,0.06022,0.05062,0.00124,0.002,0
cpuRF36,Waterfall,0.9474,0.96472,0.9714,0.83968,0.91444,0.0186
cpuErrRF36,Waterfall,0.0066,0.00792,0.01374,0.01,0.00788,0.00606
httpRF36,Waterfall,0.12795,0.87078,0.75087,1.04895,1.05108,0.88782,0.76026,0.91101,0.93096,0.90897,0.90783,0.86532,0.96408,1.01868,1.01409,0.81201,0.95292,0.92799,0.78012,0.88104,0.9888,1.00095,0.85206,0.96204,0.95214,1.03878,0.98604,1.17015,1.02687,1.01289,1.01724,1.0728,1.05216,0.9279,0.92205,0.95424,0.97377,0.82794,0.82698,1.06281,0.74817,0.90888,1.03128,0.98409,1.1148,0.97974,0.95328,0.97473,0.82908,1.15482,0.95529,1.03398,0.83601,0.99285,0.97296,1.03509,0.98076,1.10082,0.94401,0.89898,0.99591,1.06602,0.54708,0.24532,0.23074,0.18256,0.15472,0.11464,0.15338,0.13264,0.118,0.13334,0.15462,0.11668,0.12734,0.14,0.11802,0.13274,0.11728,0.11202,0.09336,0.12134,0.11936,0.106,0.1,0.1247,0.13732,0.14064,0.1427,0.142,0.112,0.08932,0.09596,0.13534,0.14334,0.13536,0.12132,0.11332,0.08064,0.09998,0.13134,0.1127,0.1206,0.11798,0.1367,0.10932,0.11,0.1093,0.106,0.102,0.08868,0.06532,0.0907,0.10532,0.12
