jellyfish-230sw,MAX_CPU,9,4,1.04210526316,0.791025641026,0.351566951567,3180,0.586936;0.742105263158,0.733333333333,2.04210526316,1.67692307692,0.852631578947,0.748717948718,1.75789473684,1.68717948718,0.878947368421
jellyfish-230sw,C90,9,1,0.0564102564103,0.0564102564103,0.00626780626781,3170,0.586936;0.847368421053,0.915384615385,0.947368421053,1.05641025641,0.689473684211,0.853846153846,0.884210526316,0.928205128205,0.778947368421
jellyfish-230sw,MAX_CPU_N,9,5,0.163157894737,0.12286099865,0.0682561103614,3340,0.586936;1.15263157895,1.02307692308,0.826315789474,0.753846153846,1.14210526316,1.13333333333,0.894736842105,0.710256410256,1.16315789474
jellyfish-610sw,WATERFALL,16,1,0.0025641025641,0.0025641025641,0.000160256410256,9580,27.284629;0,0.987179487179,0.984210526316,0.991025641026,0,0.987179487179,0.971052631579,0.996153846154,0,0.997435897436,0.971052631579,0.998717948718,0,1.0,0.968421052632,0.992307692308,0.863157894737,1.00256410256,0.989473684211,0.991025641026
jellyfish-610sw,BALANCED,20,10,1.21052631579,0.749473684211,0.374736842105,10020,0.706562;2.04736842105,0.907692307692,1.44210526316,0.607692307692,2.14210526316,0.887179487179,1.41052631579,0.651282051282,2.14210526316,0.912820512821,1.33157894737,0.594871794872,2.08421052632,0.95641025641,1.35263157895,0.615384615385,2.21052631579,0.928205128205,1.33157894737,0.625641025641
jellyfish-610sw,MAX_CPU,20,10,1.11578947368,0.951632928475,0.475816464238,9720,0.706562;0.910526315789,0.85641025641,2.1,1.80256410256,0.921052631579,0.833333333333,2.11578947368,1.83076923077,0.968421052632,0.830769230769,2.11578947368,1.83333333333,0.968421052632,0.815384615385,2.03157894737,1.79230769231,0.915789473684,0.851282051282,2.07368421053,1.82051282051
jellyfish-610sw,C90,20,11,0.117948717949,0.0488038277512,0.0268421052632,9670,0.706562;0.894736842105,1.02307692308,1.04210526316,1.11794871795,0.894736842105,1.01282051282,1.10526315789,1.07435897436,0.894736842105,0.964102564103,1.04736842105,1.01538461538,0.931578947368,0.989743589744,1.04210526316,1.05384615385,0.863157894737,0.941025641026,0.963157894737,1.00256410256
jellyfish-610sw,MAX_CPU_N,20,10,0.452631578947,0.277611336032,0.138805668016,9940,0.706562;1.39473684211,1.22307692308,0.868421052632,0.835897435897,1.41052631579,1.12051282051,0.978947368421,0.848717948718,1.45263157895,1.1358974359,0.989473684211,0.869230769231,1.39473684211,1.20256410256,0.815789473684,0.833333333333,1.31578947368,1.12564102564,0.936842105263,0.805128205128
fattree-245sw,WATERFALL,9,0,0,0,0,6030,21.284979;0,0.6,0,0.99358974359,0,0.974358974359,0,0.971794871795,0,0.974358974359,0,0.99358974359,0,0.94358974359,0.823684210526,0.99358974359
fattree-245sw,BALANCED,16,5,0.7,0.548421052632,0.171381578947,7210,0.571450;1.7,0.825641025641,0.963157894737,0.530769230769,1.7,0.85641025641,0.963157894737,0.558974358974,1.63157894737,0.687179487179,0.973684210526,0.441025641026,1.56315789474,0.766666666667,1.14736842105,0.410256410256
fattree-245sw,MAX_CPU,16,8,0.763157894737,0.611707152497,0.305853576248,7310,0.571450;0.852631578947,0.658974358974,1.76315789474,1.49487179487,0.852631578947,0.628205128205,1.76315789474,1.51025641026,0.852631578947,0.687179487179,1.76315789474,1.39743589744,0.715789473684,0.635897435897,1.76315789474,1.43846153846
fattree-245sw,C90,16,0,0,0,0,7490,0.571450;0.689473684211,0.738461538462,0.857894736842,0.825641025641,0.757894736842,0.8,0.857894736842,0.828205128205,0.715789473684,0.712820512821,0.857894736842,0.853846153846,0.715789473684,0.710256410256,0.857894736842,0.797435897436
fattree-245sw,MAX_CPU_N,16,4,0.184210526316,0.168421052632,0.0421052631579,7280,0.571450;1.16315789474,0.910256410256,0.794736842105,0.551282051282,1.16315789474,0.969230769231,0.794736842105,0.610256410256,1.16315789474,0.851282051282,0.673684210526,0.638461538462,1.18421052632,0.879487179487,0.794736842105,0.638461538462
jellyfish-690sw,WATERFALL,26,2,0.0025641025641,0.0025641025641,0.000197238658777,11640,20.454223;0,0.992307692308,0.976315789474,0.978205128205,0,0.992307692308,0.831578947368,0.99358974359,0,0.976923076923,0.95,0.984615384615,0,1.00256410256,0.963157894737,0.971794871795,0,0.989743589744,0.931578947368,0.961538461538,0,0.989743589744,0.928947368421,0.988461538462,0,0.974358974359,0.955263157895,0.982051282051,0.831578947368,1.00256410256,0.971052631579,0.991025641026,0.336842105263
jellyfish-690sw,BALANCED,33,17,1.11578947368,0.656965944272,0.338437001595,12150,0.688488;2.02105263158,0.820512820513,1.28947368421,0.576923076923,2.01052631579,0.858974358974,1.25789473684,0.615384615385,1.90526315789,0.876923076923,1.20526315789,0.612820512821,1.92631578947,0.820512820513,1.26315789474,0.6,1.95789473684,0.866666666667,1.28947368421,0.589743589744,2.01052631579,0.846153846154,1.31052631579,0.602564102564,2.11578947368,0.874358974359,1.25789473684,0.615384615385,2.07368421053,0.912820512821,1.23684210526,0.594871794872,2.03684210526
jellyfish-690sw,MAX_CPU,33,16,1.15263157895,0.901585695007,0.437132458185,11950,0.688488;0.894736842105,0.861538461538,2.02631578947,1.8,0.910526315789,0.853846153846,2.07368421053,1.75641025641,0.947368421053,0.810256410256,1.99473684211,1.71538461538,0.989473684211,0.828205128205,2.0,1.73076923077,0.905263157895,0.769230769231,1.99473684211,1.75384615385,0.868421052632,0.823076923077,2.15263157895,1.74615384615,0.936842105263,0.794871794872,2.1,1.8,0.905263157895,0.810256410256,2.04736842105,1.73333333333,0.857894736842
